dateTime,artist,song
4/19/2021 15:53:00,alt-J,The Gospel of John Hurt
4/19/2021 15:49:00,alt-J,Warm Foothills
4/19/2021 15:44:00,alt-J,Hunger of the Pine
4/19/2021 15:40:00,alt-J,Choice Kingdom
4/19/2021 15:39:00,alt-J,Garden of England – Interlude
4/19/2021 15:36:00,alt-J,Left Hand Free
4/19/2021 15:31:00,alt-J,Every Other Freckle
4/19/2021 15:27:00,alt-J,Arrival in Nara
4/19/2021 15:20:00,Glass Animals,Poplar St
4/19/2021 15:17:00,Lewis Del Mar,Painting (Masterpiece)
4/19/2021 15:14:00,Lewis Del Mar,Wave(s)
4/18/2021 19:15:00,Portugal. The Man,Tidal Wave
4/18/2021 19:10:00,Palace,Live Well
4/18/2021 19:05:00,alt-J,House of the Rising Sun
4/18/2021 19:01:00,Edward Sharpe & The Magnetic Zeros,40 Day Dream
4/18/2021 18:57:00,Dr. Dog,Where'd All The Time Go?
4/18/2021 18:52:00,Shakey Graves,Roll The Bones - Audiotree Live Version
4/18/2021 18:46:00,Arcade Fire,Afterlife
4/18/2021 18:43:00,alt-J,Every Other Freckle
4/18/2021 18:38:00,Foals,Birch Tree
4/17/2021 23:11:00,Lewis Del Mar,TV
4/17/2021 23:07:00,Lewis Del Mar,Border (CH. III)
4/17/2021 23:01:00,Lewis Del Mar,Shutter
4/17/2021 22:58:00,Lewis Del Mar,Cold Turkey
4/17/2021 22:53:00,Lewis Del Mar,Sewers
4/17/2021 22:52:00,Lewis Del Mar,Morning Rush (Interlude)
4/17/2021 22:47:00,Lewis Del Mar,Do You Need Me
4/17/2021 22:44:00,Lewis Del Mar,Fever (CH. I)
4/17/2021 22:41:00,Lewis Del Mar,Prologue
4/17/2021 22:38:00,Lewis Del Mar,Alameda
4/17/2021 22:34:00,Lewis Del Mar,Malt Liquor
4/17/2021 22:24:00,Lewis Del Mar,The Ceiling
4/17/2021 22:20:00,Lewis Del Mar,Rosalie (CH. II)
4/17/2021 22:16:00,Lewis Del Mar,Stealing (Nightly)
4/17/2021 22:12:00,Lewis Del Mar,Tap Water Drinking
4/17/2021 22:08:00,Lewis Del Mar,Loud(y)
4/17/2021 22:03:00,Lewis Del Mar,Live That Long
4/17/2021 21:59:00,Lewis Del Mar,Painting (Masterpiece)
4/17/2021 21:55:00,Lewis Del Mar,Wave(s)
4/17/2021 2:48:00,Cavetown,Smoke Signals (feat. Tessa Violet)
4/17/2021 2:44:00,The Happy Fits,Too Late
4/17/2021 2:41:00,half•alive,Tip Toes
4/17/2021 2:38:00,Sure Sure,This Must Be the Place
4/17/2021 2:35:00,half•alive,ice cold. (with Kimbra)
4/17/2021 2:31:00,Dayglow,Woah Man
4/17/2021 2:28:00,Wallows,These Days
4/17/2021 2:24:00,Hippo Campus,South
4/17/2021 2:18:00,Ezra Furman,Restless Year
4/17/2021 2:13:00,Cigarettes After Sex,K.
4/17/2021 2:08:00,Damien Rice,Delicate
4/17/2021 2:04:00,Death Cab for Cutie,Crooked Teeth
4/17/2021 2:02:00,Superorganism,Something for Your M.I.N.D.
4/17/2021 1:59:00,Hobo Johnson,Peach Scone
4/17/2021 1:55:00,Hobo Johnson,Uglykid (feat. Elohim)
4/17/2021 1:51:00,Hobo Johnson,You & the Cockroach
4/17/2021 1:48:00,Hobo Johnson,Uglykid (feat. Elohim)
4/17/2021 1:44:00,Langhorne Slim,Strangers
4/17/2021 1:41:00,Saint Motel,Van Horn
4/17/2021 1:33:00,alt-J,Dissolve Me
4/17/2021 1:28:00,alt-J,Arrival in Nara
4/17/2021 1:25:00,Lewis Del Mar,Wave(s)
4/17/2021 1:22:00,alt-J,Arrival in Nara - Commentary
4/17/2021 1:15:00,NoMBe,Wait
4/17/2021 1:08:00,alt-J,Hunger of the Pine
4/17/2021 1:05:00,Dr. Dog,Where'd All The Time Go?
4/17/2021 0:59:00,alt-J,House of the Rising Sun
4/17/2021 0:54:00,Glass Animals,Gooey
4/17/2021 0:50:00,Glass Animals,Season 2 Episode 3
4/17/2021 0:14:00,Glass Animals,Take A Slice
4/14/2021 19:29:00,Neil Diamond,Sweet Caroline
4/14/2021 19:25:00,Journey,Don't Stop Believin'
4/14/2021 19:19:00,Billy Joel,Piano Man
4/14/2021 13:58:00,Fountains of Wayne,Stacy's Mom
4/14/2021 10:43:00,Glass Animals,Dreamland
4/14/2021 10:40:00,alt-J,Tessellate
4/14/2021 10:35:00,alt-J,The Gospel of John Hurt
4/14/2021 10:30:00,Milky Chance,Stolen Dance
4/14/2021 10:24:00,alt-J,House of the Rising Sun
4/14/2021 10:20:00,Starfucker,Kahlil Gibran
4/14/2021 10:15:00,Arcade Fire,Dimensions
4/14/2021 10:10:00,Chet Faker,Gold
4/14/2021 10:10:00,Grouplove,Deleter
4/14/2021 10:06:00,Young the Giant,Heat of the Summer
4/14/2021 10:06:00,Grouplove,Deleter
4/14/2021 10:02:00,Young the Giant,Heat of the Summer
4/14/2021 10:00:00,The xx,Islands
4/14/2021 9:54:00,Foals,Exits
4/14/2021 9:49:00,José González,Stay Alive
4/14/2021 9:46:00,alt-J,Warm Foothills
4/14/2021 9:42:00,Glass Animals,Tangerine
4/14/2021 9:38:00,Palace,Bitter
4/14/2021 9:35:00,The Kooks,Junk of the Heart (Happy)
4/14/2021 9:28:00,Palace,Heaven Up There
4/14/2021 9:24:00,The Shins,Australia
4/14/2021 9:20:00,alt-J,Fitzpleasure
4/14/2021 9:14:00,Balthazar,Fever
4/14/2021 9:10:00,Glass Animals,Life Itself
4/14/2021 9:08:00,alt-J,(Guitar)
4/14/2021 9:05:00,The xx,Crystalised
4/14/2021 9:02:00,Two Door Cinema Club,Sun
4/14/2021 8:57:00,Spoon,Inside Out
4/14/2021 8:53:00,Cold War Kids,Hang Me Up to Dry
4/14/2021 8:50:00,The Kooks,Naïve
4/14/2021 8:47:00,alt-J,Left Hand Free
4/14/2021 8:43:00,STRFKR,Open Your Eyes
4/14/2021 8:38:00,Glass Animals,The Other Side of Paradise
4/14/2021 8:34:00,Sylvan Esso,Funeral Singers
4/14/2021 8:31:00,Rainbow Kitten Surprise,It's Called: Freefall
4/14/2021 8:28:00,alt-J,Breezeblocks
4/14/2021 8:24:00,Glass Animals,Season 2 Episode 3
4/14/2021 8:18:00,alt-J,Taro
4/14/2021 8:15:00,Rainbow Kitten Surprise,Devil Like Me
4/14/2021 8:11:00,Vampire Weekend,Step
4/14/2021 8:08:00,Bombay Bicycle Club,Luna
4/14/2021 8:04:00,Young the Giant,Mind Over Matter
4/14/2021 8:00:00,Glass Animals,Black Mambo
4/14/2021 7:55:00,Glass Animals,Poplar St
4/14/2021 7:50:00,Unknown Mortal Orchestra,Necessary Evil
4/11/2021 17:15:00,Elvis Presley,Can't Help Falling in Love
4/11/2021 17:13:00,Blur,Song 2 - 2012 Remaster
4/11/2021 17:10:00,Dead or Alive,You Spin Me Round (Like a Record)
4/11/2021 17:07:00,The Blues Brothers,Soul Man - 45 Version
4/11/2021 17:04:00,The Trashmen,Surfin' Bird
4/11/2021 17:00:00,Elton John,Crocodile Rock
4/11/2021 16:58:00,Leon Bridges,Better Man
4/11/2021 16:55:00,The Ruts,Babylon's Burning
4/11/2021 16:51:00,Bell Biv DeVoe,Poison
4/9/2021 23:43:00,José González,Stay Alive
4/9/2021 23:39:00,Glass Animals,Poplar St
4/9/2021 23:35:00,alt-J,Deadcrush
4/9/2021 23:31:00,Local Natives,Coins
4/9/2021 23:27:00,Dr. Dog,Heart It Races - Cover Version
4/9/2021 23:24:00,NoMBe,Paint California
4/9/2021 23:20:00,Local Natives,I Saw You Close Your Eyes
4/9/2021 23:16:00,alt-J,Fitzpleasure
4/9/2021 23:13:00,The Kooks,Junk of the Heart (Happy)
4/9/2021 23:09:00,Glass Animals,Season 2 Episode 3
4/9/2021 23:06:00,Starfucker,Rawnald Gregory Erickson the Second
4/9/2021 23:06:00,Rainbow Kitten Surprise,It's Called: Freefall
4/9/2021 21:25:00,Lynyrd Skynyrd,Free Bird
4/9/2021 21:21:00,The Cure,Friday I'm in Love
4/9/2021 21:18:00,Los Lobos,La Bamba
4/9/2021 21:14:00,Queen,Under Pressure - Remastered 2011
4/9/2021 21:03:00,Queen,Good Old-Fashioned Lover Boy - Remastered 2011
4/9/2021 20:59:00,Radiohead,Creep
4/9/2021 20:55:00,Daryl Hall & John Oates,Out of Touch
4/9/2021 20:51:00,Kings of Leon,Sex on Fire
4/9/2021 20:46:00,Boston,More Than a Feeling
4/9/2021 20:43:00,When In Rome,The Promise
4/9/2021 20:38:00,Fleetwood Mac,Oh Daddy - Early Take
4/9/2021 20:34:00,Beck,Sexx Laws
4/9/2021 20:31:00,The Cure,Just Like Heaven
4/9/2021 20:28:00,Jefferson Airplane,Somebody to Love
4/9/2021 20:25:00,Petula Clark,Downtown
4/9/2021 20:21:00,The Cure,Let's Go to Bed
4/9/2021 20:18:00,The Mamas & the Papas,California Dreamin' - Single Version
4/9/2021 20:14:00,Sweet,Ballroom Blitz
4/9/2021 20:12:00,The Clash,White Riot - remastered
4/9/2021 20:08:00,Deep Purple,Hush - 1998 Remaster
4/9/2021 20:05:00,Ozzy Osbourne,Crazy Train
4/9/2021 20:02:00,Dean Martin,That's Amore - Remastered
4/9/2021 19:59:00,ZZ Top,La Grange - 2005 Remaster
4/9/2021 19:56:00,The Zombies,She's Not There
4/9/2021 19:53:00,Kaiser Chiefs,Never Miss a Beat
4/9/2021 19:49:00,Haddaway,"What Is Love - 7"" Mix"
4/9/2021 19:44:00,alt-J,Matilda
4/9/2021 19:37:00,Mike Posner,Miley Cyrus - Bonus Track
4/9/2021 19:35:00,Mike Posner,Stay With You - Bonus Track
4/9/2021 19:31:00,Mike Posner,Buried In Detroit - Lucas Löwe Remix
4/9/2021 19:28:00,Mike Posner,Silence - Sluggo x Loote Remix
4/9/2021 19:25:00,Mike Posner,In The Arms Of A Stranger - Brian Kierulf Remix
4/9/2021 19:21:00,Mike Posner,Be As You Are - JordanXL Remix
4/9/2021 19:15:00,Mike Posner,Not That Simple - Kyle Tree Remix
4/9/2021 19:12:00,Mike Posner,I Took a Pill in Ibiza - Seeb Remix
4/9/2021 19:08:00,Mike Posner,Buried in Detroit
4/9/2021 19:05:00,Mike Posner,One Hell of a Song
4/7/2021 17:35:00,Glass Animals,Helium
4/7/2021 17:32:00,Black Pistol Fire,Suffocation Blues
4/7/2021 17:28:00,Wallows,Worlds Apart
4/7/2021 17:25:00,Wallows,Treacherous Doctor - Live from Henson Studios
4/7/2021 17:22:00,Wallows,Are You Bored Yet? (feat. Clairo)
4/7/2021 17:20:00,Wallows,Virtual Aerobics
4/7/2021 17:16:00,Wallows,Drunk on Halloween
4/7/2021 17:13:00,Wallows,Scrawny
4/7/2021 16:55:00,Wallows,Quarterback
4/7/2021 16:51:00,Wallows,I'm Full
4/7/2021 16:50:00,Wallows,Underneath the Streetlights in the Winter Outside Your House
4/7/2021 16:47:00,Wallows,OK
4/7/2021 16:45:00,alt-J,In Cold Blood
4/7/2021 16:40:00,alt-J,House of the Rising Sun
4/7/2021 16:36:00,Dr. Dog,Heart It Races - Cover Version
4/7/2021 16:33:00,Rainbow Kitten Surprise,Devil Like Me
4/7/2021 16:30:00,Rainbow Kitten Surprise,It's Called: Freefall
4/7/2021 16:28:00,Spoon,The Way We Get By
4/7/2021 16:25:00,Palace,Bitter
4/7/2021 16:20:00,Arcade Fire,Ready to Start
4/7/2021 16:16:00,Pink Floyd,Set The Controls For The Heart Of The Sun (Live) [2011 - Remaster]
4/7/2021 16:11:00,Pink Floyd,Wish You Were Here - 2011 Remastered Version
4/7/2021 15:59:00,Fiona Apple,Criminal
4/6/2021 20:00:00,Glass Animals,Season 2 Episode 3
4/6/2021 19:58:00,Weathers,I'm Not Ok
4/6/2021 19:54:00,Coast Modern,Guru
4/6/2021 19:51:00,Coast Modern,Dive
4/6/2021 19:48:00,Coin,Talk Too Much
4/6/2021 19:43:00,Dayglow,Fair Game
4/6/2021 19:39:00,half•alive,still feel.
4/6/2021 19:36:00,half•alive,Rest (with Samm Henshaw)
4/6/2021 12:49:00,alt-J,Left Hand Free
4/6/2021 12:47:00,Glass Animals,Take A Slice
4/6/2021 12:24:00,Gym Class Heroes,Cupid's Chokehold / Breakfast in America
4/5/2021 21:11:00,Bad Suns,Baby Blue Shades
4/5/2021 21:01:00,Lewis Capaldi,Before You Go
4/5/2021 20:56:00,Gotye,Somebody That I Used to Know
4/5/2021 20:52:00,Ed Sheeran,Perfect
4/5/2021 20:47:00,Ed Sheeran,Thinking Out Loud
4/5/2021 20:44:00,Jesse,Bloom Later
4/5/2021 20:41:00,The Marías,Only in My Dreams
4/5/2021 20:37:00,Declan McKenna,Make Me Your Queen
4/5/2021 20:37:00,Gus Dapperton,First Aid
4/5/2021 20:33:00,Gus Dapperton,First Aid
4/5/2021 20:29:00,The Japanese House,Saw You in a Dream
4/5/2021 20:26:00,Men I Trust,Seven
4/5/2021 20:21:00,Men I Trust,Lauren
4/5/2021 20:18:00,The Drums,Lets Go Surfing
4/5/2021 20:15:00,girl in red,i'll die anyway.
4/5/2021 20:10:00,Cigarettes After Sex,Nothing's Gonna Hurt You Baby
4/5/2021 20:10:00,Cigarettes After Sex,Each Time You Fall In Love
4/5/2021 20:05:00,Cigarettes After Sex,Each Time You Fall In Love
4/5/2021 20:01:00,Mac DeMarco,Cooking Up Something Good
4/5/2021 20:01:00,Matt Maltese,Even If It's a Lie - Demo
4/5/2021 19:58:00,Mac DeMarco,Cooking Up Something Good
4/5/2021 19:54:00,The Drums,Days
4/5/2021 19:50:00,TV Girl,Hate Yourself
4/5/2021 19:48:00,Acid Ghost,All Alone
4/5/2021 19:43:00,Declan McKenna,Brazil
4/5/2021 19:40:00,No Vacation,You're Not with Me
4/5/2021 19:35:00,Alvvays,Not My Baby
4/5/2021 19:32:00,Her's,Marcel
4/5/2021 19:30:00,beabadoobee,The Moon Song
4/5/2021 19:27:00,Mac DeMarco,Let Her Go
4/5/2021 19:26:00,girl in red,say anything
4/5/2021 19:26:00,boy pablo,wtf
4/5/2021 19:23:00,girl in red,say anything
4/5/2021 19:19:00,Cigarettes After Sex,Falling in Love
4/5/2021 19:15:00,Cigarettes After Sex,You're All I Want
4/5/2021 19:12:00,Clairo,4EVER
4/5/2021 19:07:00,Cigarettes After Sex,Touch
4/5/2021 19:03:00,The Walters,New Girl (Tom's Song)
4/5/2021 18:58:00,Cigarettes After Sex,K.
4/5/2021 18:55:00,The Japanese House,Something Has to Change
4/5/2021 18:49:00,Bedroom,In My Head
4/5/2021 18:17:00,Cigarettes After Sex,Heavenly
4/5/2021 18:14:00,Mac DeMarco,One Another
4/5/2021 18:09:00,Current Joys,Kids
4/5/2021 17:58:00,Castlebeat,80's High School
4/5/2021 17:55:00,Surf Curse,Disco
4/5/2021 17:51:00,Cigarettes After Sex,Keep On Loving You
4/5/2021 17:49:00,The Walters,Goodbye Baby
4/5/2021 17:46:00,Beach Fossils,Sleep Apnea
4/4/2021 19:52:00,alt-J,Left Hand Free
4/4/2021 19:46:00,Ben Howard,Promise
4/4/2021 19:43:00,Sylvan Esso,Ferris Wheel
4/4/2021 19:40:00,Glass Animals,Tangerine
4/4/2021 19:36:00,The Shins,Australia
4/4/2021 19:30:00,alt-J,The Gospel of John Hurt
4/4/2021 19:26:00,Balthazar,Bunker
4/4/2021 18:56:00,The Kooks,Always Where I Need to Be
4/4/2021 18:51:00,Ben Howard,She Treats Me Well
4/4/2021 18:47:00,Metronomy,Everything Goes My Way
4/4/2021 18:44:00,alt-J,Tessellate
4/4/2021 18:42:00,The Maccabees,Toothpaste Kisses
4/4/2021 18:38:00,Rainbow Kitten Surprise,Cocaine Jesus
4/4/2021 18:35:00,Vampire Weekend,Campus
4/4/2021 18:32:00,José González,El Invento
4/4/2021 18:28:00,alt-J,Lovely Day - Bonus Track
4/4/2021 18:24:00,Ben Howard,Far Out
4/4/2021 18:20:00,Daughter,Smother
4/4/2021 18:17:00,The Kooks,Junk of the Heart (Happy)
4/4/2021 17:43:00,Glass Animals,The Other Side of Paradise
4/4/2021 17:40:00,alt-J,Matilda
4/4/2021 17:37:00,Grouplove,Deadline
4/4/2021 17:33:00,Chet Faker,Talk Is Cheap
4/4/2021 17:28:00,Ben Howard,I Forget Where We Were
4/4/2021 17:25:00,Vampire Weekend,Unbelievers
4/4/2021 17:21:00,alt-J,In Cold Blood
4/4/2021 17:18:00,Broken Bells,The High Road
4/4/2021 17:14:00,Young the Giant,Silvertongue
4/4/2021 17:11:00,Two Door Cinema Club,What You Know
4/4/2021 17:07:00,STRFKR,Open Your Eyes
4/4/2021 17:04:00,alt-J,Pusher
4/4/2021 17:01:00,Rainbow Kitten Surprise,Devil Like Me
4/4/2021 16:56:00,Ben Howard,Only Love
4/4/2021 16:52:00,Dope Lemon,Marinade
4/4/2021 16:48:00,Glass Animals,Poplar St
4/4/2021 16:43:00,alt-J,Taro
4/4/2021 16:39:00,Shakey Graves,Tomorrow
4/4/2021 16:36:00,The Kooks,Taking Pictures of You
4/4/2021 16:33:00,Starfucker,Rawnald Gregory Erickson the Second
4/4/2021 16:31:00,Vampire Weekend,Sunflower (feat. Steve Lacy)
4/4/2021 16:27:00,Lewis Del Mar,Wave(s)
4/4/2021 16:23:00,Chet Faker,No Diggity
4/4/2021 16:19:00,Glass Animals,Season 2 Episode 3
4/4/2021 16:17:00,alt-J,Dancing in the Moonlight (Its Caught Me in Its Spotlight) - Recorded at Spotify Studios NYC
4/4/2021 16:13:00,alt-J,Warm Foothills
4/4/2021 16:09:00,Dr. Dog,Nellie
4/4/2021 16:06:00,alt-J,Every Other Freckle
4/4/2021 16:02:00,Young the Giant,Cough Syrup
4/4/2021 15:58:00,alt-J,Dissolve Me
4/3/2021 23:24:00,Glass Animals,Youth
4/3/2021 23:19:00,Vampire Weekend,Harmony Hall
4/3/2021 23:15:00,Beirut,Nantes
4/3/2021 23:12:00,Young the Giant,Silvertongue
4/3/2021 23:08:00,Grizzly Bear,Two Weeks
4/3/2021 23:05:00,Two Door Cinema Club,What You Know
4/3/2021 20:46:00,Glass Animals,Poplar St
4/3/2021 20:41:00,Grouplove,Deadline
4/3/2021 20:38:00,Young the Giant,Superposition
4/3/2021 20:34:00,Daughter,Medicine
4/3/2021 20:29:00,Ben Howard,She Treats Me Well
4/3/2021 20:24:00,alt-J,In Cold Blood
4/3/2021 20:21:00,Glass Animals,Helium
4/3/2021 20:15:00,alt-J,Taro
4/3/2021 20:10:00,Broken Bells,The High Road
4/3/2021 20:06:00,Glass Animals,Gooey
4/3/2021 20:01:00,Rainbow Kitten Surprise,Devil Like Me
4/3/2021 19:58:00,The Kooks,She Moves in Her Own Way
4/3/2021 19:55:00,alt-J,Left Hand Free
4/3/2021 19:52:00,Vampire Weekend,Campus
4/3/2021 19:49:00,alt-J,Hunger of the Pine
4/3/2021 19:44:00,Chet Faker,Talk Is Cheap
4/3/2021 19:41:00,Daughter,Smother
4/3/2021 19:35:00,Sorority Noise,Fuchsia
4/3/2021 19:32:00,Glass Animals,The Other Side of Paradise
4/3/2021 17:47:00,Duncan Laurence,Arcade
4/3/2021 17:44:00,The Neighbourhood,Sweater Weather
4/3/2021 17:40:00,Mor ve Ötesi,Son Deneme
4/3/2021 17:30:00,Tame Impala,Borderline
4/3/2021 17:26:00,Pixies,Here Comes Your Man
4/3/2021 17:23:00,Arctic Monkeys,Why'd You Only Call Me When You're High?
4/3/2021 17:20:00,BØRNS,Dopamine
4/3/2021 17:17:00,BØRNS,Electric Love
4/3/2021 17:12:00,batuflex,Dumanı Pasla
4/3/2021 17:04:00,The Man Who,Natural Villain
4/3/2021 17:01:00,Sports,You Are the Right One
4/3/2021 16:58:00,Doja Cat,Streets
4/3/2021 16:54:00,Arctic Monkeys,Teddy Picker
4/3/2021 16:52:00,Arctic Monkeys,Arabella
4/3/2021 16:48:00,Paul Anka,Put Your Head on My Shoulder
4/3/2021 16:44:00,Yaşlı Amca,Yıldızlara Bak
4/3/2021 16:33:00,Mor ve Ötesi,Bazen
4/3/2021 16:29:00,Cage the Elephant,Cold Cold Cold
4/3/2021 16:26:00,The Neighbourhood,Sweater Weather
4/3/2021 16:22:00,Blondie,Call Me
4/3/2021 16:18:00,Hall & Oates,Rich Girl
4/3/2021 16:16:00,Saint Motel,Sweet Talk
4/3/2021 16:12:00,Broken Bells,The High Road
4/3/2021 16:09:00,Rainbow Kitten Surprise,Devil Like Me
7/24/2021 12:31:00,Sir Sly,Astronaut
7/24/2021 12:20:00,Sonny & Cher,I Got You Babe
7/24/2021 12:12:00,The Driver Era,LOW
7/24/2021 12:08:00,Bad Sounds,Are You High?
7/24/2021 12:03:00,Hobo Johnson,Peach Scone
7/24/2021 12:00:00,The Weeknd,Blinding Lights
7/24/2021 11:57:00,Cass Elliot,Make Your Own Kind of Music
7/24/2021 11:55:00,The Beach Boys,California Girls - Remix/Remastered 2001
7/24/2021 11:39:00,half•alive,The Fall
7/24/2021 11:34:00,Kasabian,Wasted
7/24/2021 11:30:00,dodie,BOYS LIKE YOU
7/24/2021 11:27:00,Kane Strang,My Smile is Extinct
7/24/2021 11:24:00,Fox Academy,and also i'm really scared
7/24/2021 11:20:00,Halsey,Trouble - Stripped
7/24/2021 11:14:00,Gnarls Barkley,Crazy
7/24/2021 11:05:00,alt-J,Breezeblocks
7/24/2021 11:00:00,Daniel Caesar,Japanese Denim
7/24/2021 10:55:00,Aidan Bissett,More Than Friends
7/24/2021 10:51:00,Labrinth,Forever
7/24/2021 10:50:00,jagger finn,vas
7/24/2021 10:44:00,Beach House,Space Song
7/24/2021 10:44:00,Seafret,Can't Look Away
7/24/2021 10:41:00,The Academic,Bear Claws
7/24/2021 10:37:00,The Maccabees,Toothpaste Kisses
7/24/2021 10:30:00,The Neighbourhood,The Beach
7/24/2021 10:27:00,Cage the Elephant,Cigarette Daydreams
7/24/2021 10:24:00,Role Model,better the first time
7/24/2021 10:19:00,boy pablo,I <3 U
7/24/2021 10:12:00,Tame Impala,One More Hour
7/24/2021 10:09:00,Role Model,girl in new york
7/24/2021 10:05:00,BØRNS,Electric Love
7/24/2021 10:01:00,Geskle,So She Goes
7/24/2021 9:58:00,Far Caspian,Questions
7/24/2021 9:54:00,Arctic Monkeys,I Wanna Be Yours
7/24/2021 2:56:00,Elohim,Uglykid (feat. Elohim)
7/24/2021 2:36:00,Labrinth,Forever
7/24/2021 2:29:00,The Neighbourhood,The Beach
7/24/2021 2:28:00,Good Morning,$10
7/18/2021 20:17:00,Saint Motel,For Elise
7/28/2021 15:13:00,The Neighbourhood,Daddy Issues
7/28/2021 15:11:00,lovelytheband,make you feel pretty
7/28/2021 15:07:00,Sure Sure,This Must Be the Place
7/29/2021 19:38:00,Måneskin,I WANNA BE YOUR SLAVE
7/29/2021 19:33:00,Måneskin,Beggin'
7/29/2021 19:30:00,Måneskin,I WANNA BE YOUR SLAVE
7/29/2021 19:26:00,Au/Ra,Panic Room
7/29/2021 19:19:00,Owl City,Fireflies
7/29/2021 19:10:00,Olivia Rodrigo,good 4 u
7/29/2021 19:07:00,John Denver,"Take Me Home, Country Roads"
7/29/2021 19:04:00,Kaiser Chiefs,Ruby
7/29/2021 19:02:00,Neil Diamond,Sweet Caroline
7/29/2021 18:54:00,Queen,We Will Rock You - Remastered 2011
7/29/2021 18:52:00,Kina,Get You The Moon (feat. Snøw)
7/29/2021 18:48:00,Duncan Laurence,Arcade
7/29/2021 18:41:00,Måneskin,Beggin'
7/29/2021 14:39:00,The Beatles,Here Comes The Sun - Remastered 2009
7/28/2021 21:52:00,Dominic Fike,Westcoast Collective
7/30/2021 21:41:00,Twenty One Pilots,The Hype
7/30/2021 21:39:00,Ezra Furman,Love You So Bad
7/30/2021 17:44:00,Role Model,forever&more
7/30/2021 17:41:00,Mac DeMarco,My Kind of Woman
7/30/2021 17:38:00,Jontha Links,Duracell
7/30/2021 17:31:00,Cage the Elephant,Cigarette Daydreams
7/30/2021 17:27:00,Role Model,girl in new york
7/30/2021 17:24:00,Home,Resonance
7/30/2021 17:20:00,Noah and the Whale,5 Years Time
7/30/2021 17:16:00,Fitz and the Tantrums,Out of My League
7/30/2021 17:11:00,R5,Repeating Days
7/30/2021 17:08:00,Arctic Monkeys,I Wanna Be Yours
7/30/2021 17:07:00,Wallows,Underneath the Streetlights in the Winter Outside Your House
7/30/2021 17:02:00,The Backseat Lovers,Just a Boy
7/30/2021 16:59:00,Labrinth,Forever
7/30/2021 16:54:00,Steve Lacy,Dark Red
7/30/2021 16:50:00,Role Model,better the first time
7/30/2021 16:45:00,Beach House,Space Song
7/30/2021 16:41:00,Between Friends,affection
7/30/2021 16:37:00,I Monster,Daydream In Blue
7/30/2021 16:33:00,Briston Maroney,Freakin' Out on the Interstate
7/30/2021 16:30:00,jelani aryeh,Stella Brown
7/30/2021 14:24:00,The Neighbourhood,Daddy Issues
7/30/2021 14:18:00,The Neighbourhood,Sweater Weather
7/30/2021 14:08:00,Saint Motel,For Elise
7/30/2021 14:05:00,Aidan Bissett,More Than Friends
7/30/2021 14:00:00,Tame Impala,One More Hour
7/30/2021 13:54:00,The Neighbourhood,The Beach
7/30/2021 13:49:00,Cavetown,Talk To Me
7/30/2021 13:47:00,Lowertown,New Song
7/30/2021 13:15:00,Coin,Crash My Car
7/30/2021 11:44:00,half•alive,RUNAWAY
7/30/2021 11:42:00,Aurora,Runaway
7/30/2021 11:38:00,Rag'n'Bone Man,Human
7/30/2021 11:35:00,Au/Ra,Panic Room
7/30/2021 11:29:00,Lukas Graham,7 Years
7/30/2021 11:24:00,Dean Lewis,Be Alright